graphs_name,embeddability,embeddability_bool
MODCAA[Op_`G@`GB_,unembeddable,unsat
MODCABKCp_`G@`GB_,unembeddable,unsat
MODJ?a??@awK?kBC_,5-grid embeddable,sat
MOEA?@`FHSW_?qCP_,minimally unembeddable,unsat
MOEA?@`FLCIO@PAQ_,unembeddable,unsat
MOEA?@`ULCAo@PAQ_,unembeddable,unsat
MOEAA@wD_YS??d?R_,unembeddable,unsat
MOO?_?UBQACXmCpI?,unembeddable,unsat
MOO?_@PBOKCXmCpI?,unembeddable,unsat
MOOG?_BCPGgR`g}??,embeddable,sat
MOOOO_?@HEGL_k~??,unembeddable,unsat
MOOOc?_?OH`Y[grA?,unembeddable,unsat
MOOS??JHYKR?CPWA_,embeddable,sat
MOPC?`wAokS??T@B_,unembeddable,unsat
MOQ?_?RaYKB_GPWA_,unembeddable,unsat
MOQ?_ABQXcB_@PWA_,unembeddable,unsat
MOT??e_??C_mMEpa?,unembeddable,unsat
MO_Q??]`PEGIQ@KA_,minimally unembeddable,unsat
MO_Q?@M`PEGIE@KA_,minimally unembeddable,unsat
MO_Q?AMDPEGIQ@KA_,minimally unembeddable,unsat
MO_Q?AMHOeGIQ@KA_,minimally unembeddable,unsat
MO`?_?FaYcB_GPWA_,unembeddable,unsat
MO`?_?p_qSB_@TWI?,unembeddable,unsat
MOc?G?TGaA@Jpa[K?,unembeddable,unsat
MPCKAECOA`cAB@?p_,embeddable,sat
MPCKK@@OAocA@`?X_,embeddable,sat
MPEGAEAOA`cAB@?p_,embeddable,sat
MPQA?B@D_qcOB@?X_,embeddable,sat
MPQA?B@K_Y_oE@?X_,unembeddable,unsat
MP_SI?GOAW_UKO?X_,embeddable,sat
MP`A?B@GoYA`AcCH_,unembeddable,unsat
MPa?_LGO?EgcAEK@_,13-grid embeddable,sat
MPa?_LGO?SgK@EK@_,13-grid embeddable,sat
MPa?i?GOAP_qKO?X_,embeddable,sat
MPaG_D@O?EhC@EK@_,5-grid embeddable,sat
MPb?_CHO?EgcAEK@_,13-grid embeddable,sat
MQ???ccA_Lh_aP{C?,unembeddable,unsat
MQ???ckA_Kg`aP{C?,embeddable,sat
MQ???ga@_WhDao{C?,embeddable,sat
MQ??Oc_B_HHD`Q{C?,minimally unembeddable,unsat
MQ??OccB_HH@_R{C?,minimally unembeddable,unsat
MQ??Ock@_Gh@_R{C?,minimally unembeddable,unsat
MQ?@KHGa@_I?@dAY?,5-grid embeddable,sat
MQ?@SPC`@_I?@dAY?,5-grid embeddable,sat
MQ?A?ggB?K`K_b{C?,minimally unembeddable,unsat
MQ?AC?WH?F`_i`TP?,embeddable,sat
MQ?COlIPKGcgI@EA_,unembeddable,unsat
MQ?CPHGDC_K?Ad@Y?,5-grid embeddable,sat
MQ?CPPCDC_K?Ad@Y?,5-grid embeddable,sat
MQ?G??JG_agq`Q}??,5-grid embeddable,sat
MQ?G??JG_agq`Q}G?,unembeddable,unsat
MQ?G??XHQC?ZrAkg?,unembeddable,unsat
MQ?G?FGgaaE_?xBE?,unembeddable,unsat
MQ?G?_BGOWgR`g}??,unembeddable,unsat
MQ?G?_eA_Eh__R{C?,minimally unembeddable,unsat
MQ?G?c_A_DgdbO{C?,unembeddable,unsat
MQ?GOCCCP@oiOi}??,minimally unembeddable,unsat
MQ?GOGO?YCCF_q~??,unembeddable,unsat
MQ?ICA[Ap__gO`GB_,5-grid embeddable,sat
MQ?ICC__?R?qLHUE?,unembeddable,unsat
MQ?K?ABDO[JCGSWA_,minimally unembeddable,unsat
MQ?K?ALQ_kCGCRWD?,unembeddable,unsat
MQ?K?A`CqSBc@SWA_,minimally unembeddable,unsat
MQ?KACSIC_K??{BB?,5-grid embeddable,sat
MQ?KACSID?I??{BB?,embeddable,sat
MQ?KACSIE?E??{BB?,9-grid embeddable,sat
MQ?KACgDA_S?Ai@T?,13-grid embeddable,sat
MQ?PG?@aIQ?KB`{@?,embeddable,sat
MQ?\?Q?OAP_qKO?X_,5-grid embeddable,sat
MQ@C?Owc_Yg_?pGH_,unembeddable,unsat
MQ@C?QMCp_`GP@GB_,unembeddable,unsat
MQ@C?QMEP__WP@GB_,unembeddable,unsat
MQ@C@OQE@GW?AF@w?,7-grid embeddable,sat
MQ@G@?JC?I_Rw`eK?,unembeddable,unsat
MQ@K??RA@I?JodMK?,unembeddable,unsat
MQA?OALP_sCGCRWD?,unembeddable,unsat
MQA?OALQ_kCGCRWD?,minimally unembeddable,unsat
MQCJ?I??@awK?kBC_,embeddable,sat
MQCL?I?O?XgQKO?X_,unembeddable,unsat
MQD?OO`??D_ikDpa?,minimally unembeddable,unsat
MQD?O_`??D_iiDpa?,13-grid embeddable,sat
MQD?P?`??D_ieDpa?,unembeddable,unsat
MQE?OO`??D_i[Dpa?,unembeddable,unsat
MQE?Q?`??D_iMDpa?,embeddable,sat
MQEHC?AO?LgIM??X_,embeddable,sat
MQEHC?AOAE_eM??X_,13-grid embeddable,sat
MQEI@?@?_Mf?oG?L_,5-grid embeddable,sat
MQE_S?AO?LgIM??X_,unembeddable,unsat
MQE_S?AOAE_eM??X_,unembeddable,unsat
MQHC?APAqID@@cCH_,unembeddable,unsat
MQIA??\GqKQ?AB?T_,unembeddable,unsat
MQIA??bPObQ@A`BC_,minimally unembeddable,unsat
MQIA??xBaIQ??R?d_,embeddable,sat
MQIA?@TGo[Q?AB?T_,unembeddable,unsat
MQIA?@TIO[Q??b?T_,unembeddable,unsat
MQIA?APAqID@@cCH_,unembeddable,unsat
MQIA?APOoYd?@`CH_,embeddable,sat
MQIA?APQOMCPBCCH_,unembeddable,unsat
MQIOS?AO?LgIM??X_,13-grid embeddable,sat
MQIOS?AOAE_eM??X_,minimally unembeddable,unsat
MQIS?CGOAS_eKO?X_,embeddable,sat
MQLPC@?_?M@K?L?e_,embeddable,sat
MQO?K?LC?C_NYalC?,unembeddable,unsat
MQO?K?uaQ_?XBCGB_,5-grid embeddable,sat
MQO?KAMDP__WQ@GB_,embeddable,sat
MQO?KAiDQ_?XBCGB_,embeddable,sat
MQO?KBKCp__oAPGB_,embeddable,sat
MQO?`G??GH`YkgrA?,unembeddable,unsat
MQOc??ps?I`KA`@a_,unembeddable,unsat
MQPCC?cI?bAQAi@T?,5-grid embeddable,sat
MQPCC?gH?dAJAW@c_,unembeddable,unsat
MQPCC?gHGa?hCeAh?,13-grid embeddable,sat
MQPCC?gHGcAHAi@T?,unembeddable,unsat
MQQ???BK?Q_rigTW?,unembeddable,unsat
MQQ???LCqSSIDGGa_,unembeddable,unsat
MQQ???TArAQQBGGa_,unembeddable,unsat
MQQ???TKdOHG@d?y?,minimally unembeddable,unsat
MQQ???pIiIPG@aC`_,unembeddable,unsat
MQQ??@FITCAHD@Ac_,unembeddable,unsat
MQQ??@FKTCAPB@AS_,embeddable,sat
MQQ??@TAtCcGB@C`_,unembeddable,unsat
MQQ??@bD_Y@QCQg@_,unembeddable,unsat
MQQ??@bD_YAIAag@_,unembeddable,unsat
MQQ??@bD_YaGA`g@_,embeddable,sat
MQQ??BPB`Ed?@PC`_,unembeddable,unsat
MQQ??EiDQ_?XBCGB_,unembeddable,unsat
MQQ?GOOGCXEIOc?w_,minimally unembeddable,unsat
MQQ?GOOGCXIQGS?w_,embeddable,sat
MQQ?GOOGCYIQGK?w_,embeddable,sat
MQQ?GOOGDPAiOc?w_,minimally unembeddable,unsat
MQQ?G_GGCXEIOc?w_,5-grid embeddable,sat
MQQ?G_GGDPAiOc?w_,embeddable,sat
MQQ?O_CGAPaqgO?w_,embeddable,sat
MQQ?_OCGAPaqgO?w_,embeddable,sat
MQQ?`@G`HDAI@aAP_,unembeddable,unsat
MQQ@??JDSBI@G`BC_,unembeddable,unsat
MQQ@??JKSBI@@`BC_,5-grid embeddable,sat
MQQ@?APD_YcOQ@?X_,unembeddable,unsat
MQQ@?APK_Y_oQ@?X_,embeddable,sat
MQQ@?_CACIaUQGGo_,embeddable,sat
MQQ@?_CACa`UPGGo_,embeddable,sat
MQQ@`PCa?GA@?R?k_,7-grid embeddable,sat
MQQ@`QCQ?GA@?R?k_,5-grid embeddable,sat
MQQC??J[?JcGC`B@_,unembeddable,unsat
MQQC?@p@OEd?CbBD?,unembeddable,unsat
MQQU?O_??a_UBDGY?,minimally unembeddable,unsat
MQR?c?GG@``I@g?p_,9-grid embeddable,sat
MQYQC?@?_Q_UDAGH_,17-grid embeddable,sat
MQYQC?@?`DAI@IAD_,embeddable,sat
MQZ?c???H``I@g?p_,13-grid embeddable,sat
MQ_???EQPEAhegXK?,unembeddable,unsat
MQ_??@YaRGCWDP@e?,minimally unembeddable,unsat
MQ_?G@M`OqGIG`KA_,unembeddable,unsat
MQ_?G@MaOiGIG`KA_,5-grid embeddable,sat
MQ_?GAFEQWGHG`KC_,unembeddable,unsat
MQ_?GALCqSGHH@KC_,unembeddable,unsat
MQ_?IA[@p_gGA`GB_,unembeddable,unsat
MQ_?IA[Ap__oOPGB_,unembeddable,unsat
MQ_PK?GO?X_Y[??X_,13-grid embeddable,sat
MQ__gQ?O?[gEKO?X_,embeddable,sat
MQ__k?GO?X_Y[??X_,13-grid embeddable,sat
MQ__s?CO?M`E[??X_,13-grid embeddable,sat
MQ__s?CO?X_Y[??X_,13-grid embeddable,sat
MQ_a?AX?pA`_@dSB?,unembeddable,unsat
MQ`???MCqoSQGQ@W_,13-grid embeddable,sat
MQ`???XHcIHOKK?r?,embeddable,sat
MQ`???XHkSGgCaGP_,minimally unembeddable,unsat
MQ`???bBWsGoCQg@_,unembeddable,unsat
MQ`???bBWsIG@ag@_,unembeddable,unsat
MQ`???dAqWsOC`CW_,unembeddable,unsat
MQ`???dEcQGoKK?r?,minimally unembeddable,unsat
MQ`???pBkIHGG`Ca_,unembeddable,unsat
MQ`???pBkQGgG`Ca_,unembeddable,unsat
MQ`??@FKTCAPB@AS_,unembeddable,unsat
MQ`??@LGosaG@`g@_,unembeddable,unsat
MQ`??@dBdCAPCPAS_,embeddable,sat
MQ`??BBE`Ie?AP@`_,unembeddable,unsat
MQ`?`?CADDIIAc@W_,embeddable,sat
MQ`?`?W_`HGIAX@e?,embeddable,sat
MQ`@?AWAqICH@cCH_,unembeddable,unsat
MQ`@?GGC@HbW_SOg_,minimally unembeddable,unsat
MQ`@?OO@@KbK_KOo_,21-grid embeddable,sat
MQ`@?OP@dGJ??d?Y_,7-grid embeddable,sat
MQ`@?_CACb@UPCGo_,embeddable,sat
MQ`@?_G@@HbW_SOg_,unembeddable,unsat
MQ`@?_G@CIaUQGGo_,17-grid embeddable,sat
MQ`@_YCQ?_C@?R?k_,9-grid embeddable,sat
MQ`@_YGP?_C@?R?k_,5-grid embeddable,sat
MQ`C?@BEPBE@@`BC_,embeddable,sat
MQ`Ic?_?@D_kEC?T_,5-grid embeddable,sat
MQ`Ic?_?@H_[EC?T_,embeddable,sat
MQ`Ka?_??LcKEC?T_,9-grid embeddable,sat
MQ`Ka?_?@H_[EC?T_,13-grid embeddable,sat
MQ`SQ?_??LcKEC?T_,unembeddable,unsat
MQ`SQ?_?@H_[EC?T_,unembeddable,unsat
MQaA??T[@A`HA`@g_,unembeddable,unsat
MQaA??T[@A`KA`@a_,unembeddable,unsat
MQaA??b[?I`HE@@g_,unembeddable,unsat
MQaA??b[?I`KE@@a_,13-grid embeddable,sat
MQaP?CGO?T_i[??X_,embeddable,sat
MQaP?CGO?U_e[??X_,embeddable,sat
MQa__CGO?T_i[??X_,5-grid embeddable,sat
MQa__CGO?U_e[??X_,embeddable,sat
MQc@GI?O?[gEKO?X_,13-grid embeddable,sat
MQc@K?CO?M`E[??X_,13-grid embeddable,sat
MQc@K?CO?X_Y[??X_,minimally unembeddable,unsat
MQdAK?_?@H_[EC?T_,embeddable,sat
MQdCI?_??LcKEC?T_,13-grid embeddable,sat
MQdCI?_?@H_[EC?T_,embeddable,sat
MQdE?G_??o_U@TGY?,embeddable,sat
MQdE?G_?@H_[EC?T_,minimally unembeddable,unsat
MQd_?E?O@c@I@X?m?,9-grid embeddable,sat
MQdcA???H``I@g?p_,9-grid embeddable,sat
MQdcA?@?```_?X?d_,7-grid embeddable,sat
MQg?gI?O?[gEKO?X_,unembeddable,unsat
MQg?k?CO?M`E[??X_,unembeddable,unsat
MQg?k?CO?X_Y[??X_,5-grid embeddable,sat
MQhO?E?O@c@I@X?m?,unembeddable,unsat
MQhSA???H``I@g?p_,unembeddable,unsat
MQhSA?@?```_?X?d_,embeddable,sat
MR??GD?_OL@IV@iI?,minimally unembeddable,unsat
MR??GP?COH`WohjA?,minimally unembeddable,unsat
MR??GP?_AIoUEoJG?,embeddable,sat
MR??GP?_AQoUDoJG?,embeddable,sat
MR??GP?_CIgUEoJG?,embeddable,sat
MR??GP?_CQgUDoJG?,embeddable,sat
MR??GQ?OCShcCwHS?,minimally unembeddable,unsat
MR??GQ?OCTHaGsDW?,9-grid embeddable,sat
MR??GUCQE?E??rBK?,5-grid embeddable,sat
MR??IGQaAOS?@bA[?,5-grid embeddable,sat
MR??IIAEAOS?@bA[?,5-grid embeddable,sat
MR??OH?_ATPaCsHW?,embeddable,sat
MR??OH?_CTHaCsHW?,5-grid embeddable,sat
MR??QIGO_gS??fBW?,5-grid embeddable,sat
MR??QQCCaGS??fBW?,9-grid embeddable,sat
MR??QQCO_gS??fBW?,5-grid embeddable,sat
MR??W@?_OQ?uTQiI?,minimally unembeddable,unsat
MR??Y?W`AAS?@bA[?,13-grid embeddable,sat
MR??[@GDAAS?@bA[?,13-grid embeddable,sat
MR?ACHGa@CA_?fBW?,5-grid embeddable,sat
MR?CAECQ?gD??rBK?,5-grid embeddable,sat
MR?CAECQ@GB??rBK?,17-grid embeddable,sat
MR?G?A@O_E@eiaTQ?,minimally unembeddable,unsat
MR?G?D?_AIoUEoJG?,embeddable,sat
MR?G?D?_AYPEDcGw?,embeddable,sat
MR?G?D?_CIgUEoJG?,minimally unembeddable,unsat
MR?GGDGCU?S??xBE?,5-grid embeddable,sat
MR?GGP?_?E@egiSU?,minimally unembeddable,unsat
MR?GGQ@Od?I?BB?{?,5-grid embeddable,sat
MR?GI?QaAAS?@bA[?,9-grid embeddable,sat
MR?GK@AEAAS?@bA[?,9-grid embeddable,sat
MR?GOH?_?J@QgiST?,minimally unembeddable,unsat
MR?GOI@Oa_S?Ai@T?,embeddable,sat
MR?GQA@CaGS??fBW?,9-grid embeddable,sat
MR?GQA@O_gS??fBW?,17-grid embeddable,sat
MR?KAA@O_gD??NBo?,9-grid embeddable,sat
MR?KAA@P?cD?AX@e?,5-grid embeddable,sat
MR?KAAAOOgD??NBo?,5-grid embeddable,sat
MR?KAAAQ@AA_?NBo?,9-grid embeddable,sat
MR?KAACQ@AAO?NBo?,9-grid embeddable,sat
MR?KAE?OGgD??NBo?,13-grid embeddable,sat
MR?KAE?P?`D?AX@e?,5-grid embeddable,sat
MR?KGQ?OAP_qKO?X_,13-grid embeddable,sat
MR?KOI?O?XgQKO?X_,13-grid embeddable,sat
MRAGS?AOAE_eM??X_,13-grid embeddable,sat
MRAK?CGO?TgaKO?X_,13-grid embeddable,sat
MRQ?OH?_@DAI@YAd?,embeddable,sat
MRQAC?KAWaCQ@I?b_,minimally unembeddable,unsat
MRQG??@?```io_?w_,15-grid embeddable,sat
MRQG?C@?eEEABG?L_,embeddable,sat
MRQKA?A?PB`_CD?h_,21-grid embeddable,sat
MR_CGGGO?XgQKO?X_,21-grid embeddable,sat
MR_CGGGOAW_UKO?X_,13-grid embeddable,sat
MR`??AI@oqg_GP?h_,unembeddable,unsat
MR`??AIBOeg_GP?h_,unembeddable,unsat
MR`?GO??IooU@oGW_,5-grid embeddable,sat
MR`?OG??GqcqoG?w_,9-grid embeddable,sat
MR`?OG??GscioG?w_,embeddable,sat
MR`CA?CA?XcICg?p_,embeddable,sat
MR`CA?CA@``I@g?p_,embeddable,sat
MR`CA?G@?XcICg?p_,5-grid embeddable,sat
MR`CA?G@@``I@g?p_,13-grid embeddable,sat
MR`CA?KAWLE??T?b_,minimally unembeddable,unsat
MR`G??@?`HbIo_?w_,minimally unembeddable,unsat
MR`G?C@?eECaEG?L_,minimally unembeddable,unsat
MR`KA???H``I@g?p_,13-grid embeddable,sat
MR`KA?@?```_?X?d_,minimally unembeddable,unsat
MRaAA?OG?S_iAY@h?,21-grid embeddable,sat
MRaAA?OG?S_jAW@g_,minimally unembeddable,unsat
MS?GP@@C?G_\UcxA?,unembeddable,unsat
MS?I?@`FHKWOAPCQ_,unembeddable,unsat
MS?I?@`UHSOo@PCQ_,unembeddable,unsat
MS?I?@`UHSQ_@P?q_,unembeddable,unsat
MS?I?@`UHWOo?pCQ_,embeddable,sat
MS@?OALE`KGGCRWD?,embeddable,sat
MS@?OALEaKCGCRWD?,minimally unembeddable,unsat
MS@?OALI_kGGCRWD?,unembeddable,unsat
MS@?OALQ_kCGCRWD?,minimally unembeddable,unsat
MSHA?ABF?JaGO`I@_,minimally unembeddable,unsat
MSO??@Y_rGDGDP@e?,embeddable,sat
MSO??@YaRGCWDP@e?,unembeddable,unsat
MSO?G?JDQKRCGSWA_,embeddable,sat
MSO?G?j@_a?JVAwD?,unembeddable,unsat
MSOa??Fe?RaGH@O`_,unembeddable,unsat
MSOa??\OpKQ??TAB_,unembeddable,unsat
MSP???UAzOSO@PCQ_,embeddable,sat
MSP???dAyoSO@`CQ_,5-grid embeddable,sat
MSP??@dDdC?XAPEC_,unembeddable,unsat
MSP?`?G@AeSE@SAg_,embeddable,sat
MSP@?BP@OEb?AbHD?,embeddable,sat
MSP@?BPGOIbAA`@a_,unembeddable,unsat
MSPC?@BDPBB@A`HC_,unembeddable,unsat
MSPIC?_C?RaaGg?p_,21-grid embeddable,sat
MSPca?G??a`E@dGY?,minimally unembeddable,unsat
MSQA?@WCoY?pGSGH_,unembeddable,unsat
MSQA?@WCoY?qGQGH_,unembeddable,unsat
MSQA@?bE?IGPBKCF?,minimally unembeddable,unsat
MSQaa?G??a`E@dGY?,embeddable,sat
MSSAL?C??``I@dWI?,13-grid embeddable,sat
MST@K?@??``I@dWI?,5-grid embeddable,sat
MSXAC?CC?JbAGg?p_,5-grid embeddable,sat
MSXAC?CC?RaaGg?p_,13-grid embeddable,sat
MS`A?@TApAaOB@GB_,unembeddable,unsat
MS`A?@`DOU@aCaGH_,unembeddable,unsat
MS`A?@`DOUAQBAGH_,21-grid embeddable,sat
MS`A?@`DOUaOB@GH_,unembeddable,unsat
MT?GSDCOAocA@H?p_,embeddable,sat
MTP???ZPPKP??b?T_,unembeddable,unsat
MTP???fESAG`Ac?b_,unembeddable,unsat
MTP??@JH_iP??d?R_,unembeddable,unsat
MTP??AI@oqg_GP?h_,unembeddable,unsat
MTP?GO??IooU@oGW_,21-grid embeddable,sat
MTP?GO??JPO[@cCS_,5-grid embeddable,sat
MTP?GP?_?DaK@TIa?,embeddable,sat
MTP?OH?_?DaL@SI__,unembeddable,unsat
MTP?OH?_?dCK@eAT?,embeddable,sat
MTP?OH?_?dCKAd@U?,embeddable,sat
MTPCA?CA@HaIAg?p_,13-grid embeddable,sat
MTPCA?G@@HaIAg?p_,unembeddable,unsat
MTPG??@?`HbIo_?w_,unembeddable,unsat
MTPG?C@?eECaEG?L_,embeddable,sat
MTQIA?A?PB`_CD?h_,embeddable,sat
MUH?GO??JPO[@cCS_,13-grid embeddable,sat
MUPc?CG??a`E@dGY?,13-grid embeddable,sat
MUQa?CG??a`E@dGY?,embeddable,sat
MUW_IA???c`E@T?y?,9-grid embeddable,sat
MUX?HA???c`E@T?y?,13-grid embeddable,sat
MUX@?I???c_iAL?y?,13-grid embeddable,sat
MUh?H@???c`E@T?y?,minimally unembeddable,unsat
MUh@?H???c_iAL?y?,13-grid embeddable,sat
MW?KaaGP?w?K?dGB_,unembeddable,unsat
MW?YSa_O?HaGA`?F_,13-grid embeddable,sat
MW?YaQ__?W_KC`?F_,21-grid embeddable,sat
MW?[aQ_O?W_KC`?F_,9-grid embeddable,sat
MW?qSQOO?I`OCH?F_,13-grid embeddable,sat
MW?qSaGO?o_c?p?F_,9-grid embeddable,sat
MW@SS`GG?KaGAH?F_,7-grid embeddable,sat
MWAQcPGG?o_c?p?F_,unembeddable,unsat
MWCQIQ__?I_SE@?F_,5-grid embeddable,sat
MWCQKQ_O?I_SE@?F_,13-grid embeddable,sat
MWCka@?_?LBG?T?M_,embeddable,sat
MWCka@?_?a`E?h@Q_,21-grid embeddable,sat
MWCka@?_?d@g?T?M_,5-grid embeddable,sat
MWCkaA?O?``a?p?Y_,13-grid embeddable,sat
MWCkaA?O?e@K?L@E_,13-grid embeddable,sat
MWCqCEGO?Pa_?p?F_,5-grid embeddable,sat
MWCqCEGO?o_c?p?F_,7-grid embeddable,sat
MWCqCQAO?Pa_?p?F_,9-grid embeddable,sat
MWCsAQAO?Pa_?p?F_,5-grid embeddable,sat
MWCsQ@@_?a_cA`?F_,13-grid embeddable,sat
MWCsQA@O?Kb??X?F_,9-grid embeddable,sat
MWCsQA@O?`_gA`?F_,9-grid embeddable,sat
MWCsQA@O?g`O?X?F_,13-grid embeddable,sat
MWDAKaGG?W_SCP?F_,embeddable,sat
MWDC??ZT?KD@_S?R_,minimally unembeddable,unsat
MWDC?@RB_o?igA?R_,embeddable,sat
MWDC?@RB_oCI`A?R_,unembeddable,unsat
MWDC?@RF?KD@_S?R_,minimally unembeddable,unsat
MWDC?@RIO[Q??T@B_,embeddable,sat
MWDC?@pB_o?Y`A?R_,5-grid embeddable,sat
MWDC?APEaI_oI@?X_,minimally unembeddable,unsat
MWDC?ATQ_K@IKA?R_,unembeddable,unsat
MWDC?_pBCCGH@kAF?,minimally unembeddable,unsat
MWDCIaGG?P_oCP?F_,5-grid embeddable,sat
MWDCIaGG?S_cCP?F_,embeddable,sat
MWDI`A?_?QaQ?Y@H_,5-grid embeddable,sat
MWDK`@?_?PaS?U@P_,9-grid embeddable,sat
MWDK`@?_?o_w?X?M_,embeddable,sat
MWDQPA?_?b@I?i@D_,5-grid embeddable,sat
MWDQPA?_?h@Q?Y?T_,5-grid embeddable,sat
MWDSPA?O?h@Q?Y?T_,9-grid embeddable,sat
MWDT?P?_?IbA?h?Y_,unembeddable,unsat
MWDT?P?_?MBC?L?U_,minimally unembeddable,unsat
MWDT?Q?O?MBC?L?U_,embeddable,sat
MWE?a?G@?H_YaX[a?,unembeddable,unsat
MWE?gQ?O?p_qWO?X_,embeddable,sat
MWEA??FIObQ@O`BC_,unembeddable,unsat
MWEA??xBaIQ??R?d_,minimally unembeddable,unsat
MWEA??xD_Eh?`@?R_,embeddable,sat
MWEA?@LD_SAIgA?R_,unembeddable,unsat
MWEA?@RB_o?igA?R_,embeddable,sat
MWEA?@RB_oCI`A?R_,unembeddable,unsat
MWEA?@RF?S?igA?R_,unembeddable,unsat
MWEA?@RF?SCI`A?R_,unembeddable,unsat
MWEA?@XD_S?igA?R_,unembeddable,unsat
MWEA?@XD_SCI`A?R_,embeddable,sat
MWEA?@hD_SAI`A?R_,embeddable,sat
MWEA?@pB_o?Y`A?R_,embeddable,sat
MWEA?ATQ_K@IKA?R_,unembeddable,unsat
MWEA?_RQ@A?p`KAF?,embeddable,sat
MWEAKPOG?B_oE@?F_,embeddable,sat
MWEAKPOG?o_o?X?F_,embeddable,sat
MWECGOOO?w_UWO?X_,embeddable,sat
MWEI`@?_?QaE?q@H_,minimally unembeddable,unsat
MWEI`@?_?QaQ?Y@H_,5-grid embeddable,sat
MWEI`@?_?QaW?M@H_,5-grid embeddable,sat
MWEK?COO?d`aWO?X_,13-grid embeddable,sat
MWEK?COO?s_eWO?X_,minimally unembeddable,unsat
MWEOS?AO?LgIM??X_,21-grid embeddable,sat
MWEOS?AOAE_eM??X_,minimally unembeddable,unsat
MWEQP@?_?UAc?U?L_,embeddable,sat
MWEQPA?O?b@I@D?i_,embeddable,sat
MWET?P?O?IbA?h?Y_,unembeddable,unsat
MWHS_P?_?TAK?T@E_,9-grid embeddable,sat
MWHS_P?_?TAg?T?M_,5-grid embeddable,sat
MWHS_P?_?UAK?L@E_,9-grid embeddable,sat
MWIQ_Q?O?b`G@D?h_,25-grid embeddable,sat
MWLCG`?_?a_wAH?M_,21-grid embeddable,sat
MWLCG`?_?o_w?X?M_,5-grid embeddable,sat
MWLCGa?O?b?YAD@I_,embeddable,sat
MWLCGa?O?p?k?T?e_,embeddable,sat
MWLC_H?_?a_wAH?M_,5-grid embeddable,sat
MWLS?D?_?TAK?T@E_,minimally unembeddable,unsat
MWLS?D?_?TAg?T?M_,embeddable,sat
MWLS?D?_?UAK?L@E_,5-grid embeddable,sat
MWLS?D?_?a_wAH?M_,9-grid embeddable,sat
MWMA_H?_?b`C?d@P_,9-grid embeddable,sat
MWMCG`?O?b?YAD@I_,13-grid embeddable,sat
MWMCG`?O?p?k?T?e_,minimally unembeddable,unsat
MWMS?D?O?TAK?T@E_,7-grid embeddable,sat
MWOKA_Q`?w?I?hGB_,9-grid embeddable,sat
MWOS?A`PObB@A`@c_,unembeddable,unsat
MWPK____?d@K?T@E_,minimally unembeddable,unsat
MWPSO___?FAcAD?U_,7-grid embeddable,sat
MWPSO___?Qaa?h?Y_,13-grid embeddable,sat
MWPSO___?UAK?L@E_,embeddable,sat
MWPSO___?UAc?L?U_,embeddable,sat
MWPSO___?g`W?M?X_,5-grid embeddable,sat
MWQ?_LOa?w?E?pGB_,unembeddable,unsat
MWQKA?QCOw?S?TGB_,9-grid embeddable,sat
MWQR?_G_?h@K?T?e_,embeddable,sat
MWTCG___?a_w?MAH_,embeddable,sat
MWTC_G__?LAK?TAE_,unembeddable,unsat
MWTC_G__?LBG?T?M_,embeddable,sat
MWTC_G__?MAK?LAE_,embeddable,sat
MWTC_G__?a_w?MAH_,13-grid embeddable,sat
MWTC_G__?b`A@P?h_,13-grid embeddable,sat
MWTD?GO_?HaKAE?p_,13-grid embeddable,sat
MWTD?GO_?b`A@P?h_,5-grid embeddable,sat
MWTD?_C_?b?wAD?M_,5-grid embeddable,sat
MWTD?_C_?p?w?T?M_,embeddable,sat
MWUAG___?a_k?eAH_,13-grid embeddable,sat
MWUB?GO_?JBG?d?M_,minimally unembeddable,unsat
MWUB?GO_?LAK?TAE_,embeddable,sat
MWUB?GO_?LBG?T?M_,5-grid embeddable,sat
MWUB?GO_?b`A@P?h_,embeddable,sat
MW_O??fO_a@HRDce?,unembeddable,unsat
MW_Oa?qAQGO`?tAM?,13-grid embeddable,sat
MW_Ok?GO?X_Y[??X_,embeddable,sat
MW_Os?CO?X_Y[??X_,9-grid embeddable,sat
MW`?_LOa?w?E?pGB_,unembeddable,unsat
MW`I____?IaK?eAH_,9-grid embeddable,sat
MWaO_CGO?T_i[??X_,17-grid embeddable,sat
MWaO_CGO?U_e[??X_,21-grid embeddable,sat
MWc?k?CO?M`E[??X_,embeddable,sat
MWc?k?CO?X_Y[??X_,41-grid embeddable,sat
MWcCGGOO?w_UWO?X_,embeddable,sat
MWcQ@A?O?U?tDC?[_,9-grid embeddable,sat
MWdAG___?a_k?eAH_,embeddable,sat
MX_Ga@?_?U?V@SDG_,5-grid embeddable,sat
MX_Ga@?_?YAF?s@g_,unembeddable,unsat
MX_Ga@?_?YAT@K?s_,5-grid embeddable,sat
MX_GaA?O?Y?\Cc@K_,25-grid embeddable,sat
MX`AC?KA_F?iCICD_,unembeddable,unsat
MX`AC?SC_F?iAIAD_,minimally unembeddable,unsat
MY?K?AWAqI?pGSCH_,unembeddable,unsat
MY?K?AWBQE?pGSCH_,minimally unembeddable,unsat
MY?K?AWBQEcG@`CH_,minimally unembeddable,unsat
MY?KAOEc?w?I?hGB_,9-grid embeddable,sat
MY?KAOQ`?w?I?hGB_,5-grid embeddable,sat
MY?KA_Ea?w?I?hGB_,minimally unembeddable,unsat
